"lemma","custom_pos","Frequency"
"exceptional","adj",2
"sometimes","adv",51
"case","n",49
"tooks","n",9
"smials","n",4
"generation","n",11
"relatives","n",3
"comparative","adj",1
"together","adv",221
"together","conj",11
"tunnell","v",4
"mansion","n",3
"clannish","n",1
"care","n",70
"care","v",35
"draw","adj",4
"draw","n",16
"draw","v",347
"elaborate","adj",1
"innumerable","adj",6
"degree","n",4
"would","adj",1
"would","v",1268
"impossible","adj",13
"include","v",4
"member","n",16
"exceedingly","adv",5
"dull","adj",21
"dull","n",4
"dull","v",3
"accurate","adj",1
"fill","n",7
"fill","v",153
"fair","adj",240
"fair","n",5
"square","adj",4
"square","n",1
"contradiction","n",1
"astonishing","adj",1
"astonishing","n",2
"astonishing","v",1
"must","adj",1
"must","adv",2
"must","n",2
"must","v",701
"imbibe","v",1
"inhal","v",1
"pipe","n",40
"pipe","v",2
"clay","n",3
"smoke","adj",1
"smoke","n",94
"smoke","v",26
"burn","adj",2
"burn","n",1
"burn","v",129
"herb","adj",1
"herb","adv",1
"herb","n",27
"herb","v",1
"weed","n",17
"weed","v",1
"leaf","n",50
"leaf","v",2
"probably","adv",48
"mystery","n",3
"surround","v",11
"origin","n",4
"antiquity","n",1
"master","adj",3
"master","n",358
"master","v",24
"tobacco","n",2
"play","n",5
"play","v",42
"remark","n",8
"introduction","n",1
"herblore","n",1
"quote","v",2
"i","adj",2
"i","adv",1
"i","interj",9
"i","n",1
"i","pron",7751
"i","v",1
"certainly","adv",48
"claim","n",13
"claim","v",24
"invention","n",2
"histories","n",3
"grant","v",8
"various","adj",21
"fouler","adj",1
"fouler","adv",1
"fouler","n",1
"sweeter","adj",1
"sweeter","n",1
"agree","v",26
"true","adj",92
"true","n",1
"true","prep",1
"garden","n",62
"best","adj",79
"best","adv",31
"grown","v",3
"especially","adv",47
"how","adv",353
"how","n",1
"how","v",4
"plant","n",14
"plant","v",3
"die","conj",1
"die","n",1
"die","v",139
"traveller","n",75
"traveller","v",1
"quite","adj",1
"quite","adv",108
"quite","n",1
"rate","n",65
"rate","v",1
"slope","n",141
"slope","v",5
"bree","adj",1
"bree","n",25
"bree","v",1
"actual","adj",4
"smoker","n",1
"everything","pron",62
"refer","v",9
"colonist","n",1
"likely","adj",30
"likely","adv",25
"genuine","n",1
"spread","adj",1
"spread","n",9
"spread","v",33
"recent","adj",6
"century","n",6
"ranger","n",41
"wizard","adj",1
"wizard","n",102
"wizard","v",1
"wanderer","adv",1
"wanderer","n",20
"meeting","n",31
"centre","adj",1
"centre","n",15
"inn","adj",1
"inn","n",26
"inn","v",2
"prancing","adj",1
"prancing","n",3
"prancing","v",1
"observation","n",2
"my","adj",2
"my","pron",1318
"convince","adj",2
"convince","v",3
"itself","adv",2
"itself","pron",58
"native","adj",2
"native","n",1
"northward","adj",10
"northward","adv",33
"northward","n",11
"northward","v",1
"lower","adj",38
"lower","v",10
"anduin","n",4
"anduin","prep",7
"anduin","v",1
"whither","adj",1
"whither","adv",4
"whither","conj",19
"suspect","v",13
"bring","n",1
"bring","v",338
"abundantly","adv",1
"richer","adj",3
"richer","n",1
"wild","adj",98
"wild","n",28
"wild","v",7
"flourish","v",1
"warm","adj",47
"warm","n",1
"warm","v",10
"sheltered","adj",2
"sheltered","v",5
"sweet","adj",49
"sweet","n",2
"galena","n",2
"esteem","n",1
"esteem","v",2
"fragrance","n",12
"flower","n",59
"flower","v",8
"carry","v",102
"during","prep",16
"coming","n",24
"coming","v",4
"allow","n",7
"allow","v",53
"credit","n",3
"ago","adv",193
"ago","v",1
"mind","interj",1
"mind","n",247
"mind","v",26
"farthing","n",4
"each","v",2
"number","n",40
"number","v",2
"folkland","n",2
"bear","adj",11
"bear","adv",1
"bear","n",7
"bear","prep",1
"bear","v",242
"lead","n",9
"lead","v",250
"although","conj",12
"proper","adj",18
"proper","adv",1
"nearly","adv",94
"add","v",41
"government","n",1
"manage","v",27
"affair","n",26
"food","n",135
"occupi","v",2
"generous","adj",8
"greedy","adj",7
"greedy","n",1
"contente","adj",1
"contente","v",1
"moderate","adj",1
"estate","n",2
"trade","n",1
"tend","v",17
"unchanged","adj",5
"unchanged","v",1
"concern","adj",1
"concern","n",14
"concern","v",27
"ruin","adj",2
"ruin","n",63
"ruin","v",30
"norbury","n",1
"wick","adj",1
"wick","v",11
"troll","adv",1
"troll","n",40
"troll","v",1
"attribute","v",1
"essential","adj",1
"law","n",15
"free","adj",93
"free","v",1
"just","adv",308
"pre-eminent","adj",1
"office","n",8
"oldbucks","n",1
"centurie","n",1
"borne","adj",2
"borne","adv",1
"borne","n",10
"borne","pron",1
"borne","v",26
"moot","n",6
"moot","v",2
"muster","n",7
"muster","v",11
"hobbitry","n",2
"emergency","n",1
"occur","v",8
"thainship","n",1
"nominal","adj",1
"dignity","n",5
"special","adj",16
"respect","n",5
"wealthy","adj",1
"liable","adj",2
"produce","v",7
"temperament","n",1
"latter","adj",11
"quality","n",4
"tolerat","adj",1
"generally","adv",6
"approve","v",6
"adding","v",1
"require","v",9
"instance","n",6
"real","adj",38
"real","v",1
"official","adj",1
"official","n",1
"elect","v",1
"mayor","n",1
"duty","n",29
"preside","v",1
"banquet","n",2
"holiday","n",9
"frequent","adj",5
"interval","n",2
"attach","v",1
"mayoralty","n",1
"watch","adj",1
"watch","n",49
"watch","pron",1
"watch","v",146
"service","n",46
"busier","adj",1
"busier","n",1
"means","n",5
"constantly","adv",10
"friend","n",278
"relation","n",7
"afternoon","n",37
"walk","n",24
"walk","v",298
"police","n",1
"nearest","adj",15
"equivalent","n",1
"uniform","n",1
"unknown","adj",15
"feather","adj",1
"feather","n",13
"cap","n",9
"cap","v",2
"hayward","n",1
"policeman","n",1
"straying","n",1
"body","n",73
"varie","v",1
"employ","v",1
"beat","adv",1
"beat","n",18
"beat","v",50
"bounds","n",6
"outsider","n",5
"nuisance","n",9
"bounder","n",2
"greatly","adv",23
"increase","n",2
"increase","v",16
"complaint","n",1
"person","n",14
"prowl","n",2
"prowl","v",4
"sign","n",123
"sign","v",11
"always","adv",133
"always","interj",1
"always","v",1
"except","conj",4
"except","n",1
"except","prep",69
"except","v",5
"heede","v",4
"notion","n",10
"portend","v",2
"sixty","adj",1
"memorable","adj",1
"evidently","adv",25
"considerable","adj",3
"wealth","n",10
"reveal","adj",2
"reveal","v",35
"nephew","n",5
"secret","adj",51
"secret","n",57
"secret","v",4
"ring","n",380
"ring","prep",1
"ring","v",63
"bad","adj",52
"bad","adv",2
"found","v",8
"descendant","n",6
"companion","n",110
"exile","adj",1
"exile","adv",1
"exile","n",7
"lasting","v",1
"astonishment","n",17
"morning","n",214
"morning","v",1
"quest","n",25
"quest","v",1
"treasure","n",33
"treasure","v",4
"hoard","n",11
"hoard","v",2
"beneath","conj",11
"beneath","n",12
"beneath","prep",93
"successful","adj",2
"guard","n",115
"guard","prep",1
"guard","v",42
"destroy","n",1
"destroy","v",79
"win","adj",7
"win","n",12
"win","v",81
"army","n",25
"slain","adj",33
"slain","n",10
"slain","prep",2
"slain","v",4
"deed","adv",2
"deed","n",69
"deed","v",4
"renown","adj",3
"renown","n",8
"renown","prep",1
"renown","v",1
"scarcely","adv",11
"earn","v",10
"annal","n",1
"accident","n",13
"assail","prep",1
"assail","v",22
"towards","n",2
"towards","prep",325
"towards","v",1
"happen","v",113
"black","adj",431
"black","n",2
"black","v",1
"ore","adj",30
"ore","adv",26
"ore","conj",1
"ore","n",105
"ore","v",4
"mines","n",2
"grope","n",1
"grope","v",26
"vain","adj",36
"vain","v",2
"floor","n",80
"pocket","n",33
"luck","n",35
"try","n",2
"try","v",223
"root","adj",1
"root","n",71
"root","v",4
"bottom","adj",3
"bottom","n",50
"cold","adj",221
"cold","n",1
"lake","n",25
"lake","v",1
"light","adj",15
"light","n",646
"light","v",23
"island","n",25
"rock","n",165
"rock","v",2
"water","adj",1
"water","adv",1
"water","n",430
"water","v",1
"loathsome","adj",3
"loathsome","adv",1
"paddle","adj",1
"paddle","n",18
"paddle","v",9
"pee","v",61
"pale","adj",73
"pale","adv",1
"pale","n",77
"pale","v",28
"luminous","adj",8
"catch","n",2
"catch","v",177
"blind","adj",26
"blind","v",5
"fish","adj",1
"fish","n",30
"fish","v",3
"raw","adj",5
"strangle","v",6
"struggle","n",12
"struggle","v",30
"gold","adj",16
"gold","interj",1
"gold","n",85
"gold","v",14
"wearer","n",1
"invisible","adj",17
"precious","adj",116
"precious","n",2
"talk","n",54
"talk","v",137
"hide","adj",11
"hide","n",19
"hide","prep",1
"hide","v",121
"safe","adj",82
"safe","adv",1
"safe","n",1
"safe","v",2
"spy","n",33
"spy","v",14
"mine","n",9
"mine","pron",52
"mine","v",3
"maybe","adv",215
"attack","n",14
"attack","prep",1
"attack","v",15
"knife","n",64
"knife","v",1
"serve","n",2
"serve","v",51
"sword","n",290
"sword","v",8
"gain","n",1
"gain","v",16
"challenge","adj",1
"challenge","n",10
"challenge","v",11
"riddle","adj",2
"riddle","n",31
"game","n",20
"ask","n",1
"ask","v",342
"guess","n",22
"guess","v",198
"defeat","n",12
"defeat","v",15
"hope","adv",1
"hope","n",230
"hope","v",207
"neither","adj",4
"neither","adv",6
"neither","conj",37
"neither","n",3
"neither","v",3
"nor","adj",1
"nor","conj",210
"nor","n",13
"nor","prep",2
"wit","n",19
"wit","v",1
"stump","n",15
"stump","v",3
"cry","adj",3
"cry","n",144
"cry","v",423
"lad","adj",2
"lad","n",58
"lad","v",5
"pick","v",56
"hee","n",1
"hee","v",10
"fail","n",11
"fail","v",73
"answer","adv",1
"answer","n",100
"answer","prep",1
"answer","v",358
"guesse","n",1
"guesse","v",12
"differ","v",1
"whether","adv",4
"whether","conj",77
"question","n",63
"question","v",18
"strict","adj",2
"bound","adj",34
"bound","n",5
"bound","prep",1
"bound","v",11
"promise","n",25
"promise","v",41
"press","n",11
"press","v",34
"thought","interj",2
"thought","n",173
"thought","v",20
"slimy","adj",4
"slimy","n",2
"might","interj",1
"might","n",15
"might","v",294
"prove","n",1
"prove","v",64
"false","adj",12
"sacred","adj",1
"wickedest","adj",1
"break","adj",4
"break","adv",2
"break","n",9
"break","v",211
"ag","n",3
"treachery","adv",1
"treachery","n",15
"treachery","v",1
"slip","n",8
"slip","v",36
"kknow","v",4
"hungry","adj",49
"hungry","v",1
"angry","adj",25
"angry","adv",3
"screech","n",4
"screech","v",1
"shiver","n",7
"shiver","v",31
"leape","v",65
"too","adv",502
"late","adj",55
"late","adv",33
"pocketse","n",2
"eyes","n",52
"flame","adj",1
"flame","n",82
"flame","v",1
"sp","v",3
"murder","n",10
"murder","v",6
"recover","v",14
"peril","n",114
"peril","v",1
"fle","v",83
"blindly","adv",7
"passage","n",86
"save","adj",1
"save","conj",3
"save","n",13
"save","prep",40
"save","v",132
"run","n",13
"run","v",435
"lest","adj",5
"lest","adv",1
"lest","n",1
"lest","v",11
"thief","adj",3
"thief","n",16
"thief","v",1
"escape","n",37
"escape","v",107
"along","adv",60
"along","prep",174
"curse","adj",2
"curse","n",23
"curse","v",26
"truth","adj",1
"truth","n",58
"darkness","n",235
"marvellous","adj",12
"chance","n",111
"chance","v",8
"length","conj",1
"length","n",85
"halt","n",20
"halt","v",131
"unseen","adj",18
"unseen","adv",3
"unseen","n",1
"unseen","prep",5
"opening","n",52
"gate","adj",2
"gate","n",326
"gate","v",2
"eastward","adj",20
"eastward","adv",47
"eastward","conj",7
"eastward","n",28
"eastward","prep",2
"eastward","v",5
"side","adj",1
"side","adv",1
"side","n",460
"side","prep",4
"side","v",2
"crouch","adj",1
"crouch","n",1
"crouch","v",21
"smell","adv",1
"smell","n",21
"smell","v",27
"listen","v",158
"temp","v",2
"slay","adj",1
"slay","v",21
"pity","n",57
"pity","v",1
"stay","interj",1
"stay","n",2
"stay","v",142
"help","adj",1
"help","n",78
"help","v",149
"wretched","adj",3
"wretched","v",6
"disadvantage","n",1
"courage","n",30
"pursue","v",38
"enemy","n",186
"enemy","v",1
"hate","n",6
"hate","v",39
"despair","adj",1
"despair","n",46
"despair","pron",1
"despair","v",7
"curious","adj",8
"fetch","v",19
"birthday","n",34
"tight","adj",14
"tight","adv",2
"reward","n",17
"reward","v",11
"instead","adv",15
"bilbo","conj",4
"bilbo","interj",1
"bilbo","prep",1
"memoir","n",2
"several","adj",66
"copy","n",11
"abstract","n",1
"contain","v",13
"alternative","n",1
"doubt","adv",20
"doubt","n",85
"doubt","prep",3
"doubt","v",52
"delete","v",1
"disbelieve","v",1
"continue","v",19
"eventually","adv",7
"questioning","n",1
"questioning","v",3
"disturb","adj",2
"disturb","n",1
"disturb","v",19
"contrary","adj",2
"idea","n",24
"hobbitlike","adj",1
"suggest","v",10
"confess","v",3
"overhear","prep",1
"overhear","v",5
"suspicious","adj",7
"rejoin","v",4
"chiefly","adv",13
"chiefly","n",1
"anyone","pron",32
"else","adj",95
"else","adv",22
"else","n",1
"else","v",1
"knew","n",2
"knew","v",4
"existence","n",3
"fireplace","n",2
"coat","n",25
"mail","n",54
"gift","n",51
"lent","adj",1
"lent","v",6
"drawer","n",2
"cloak","adj",2
"cloak","adv",1
"cloak","n",129
"cloak","v",14
"hood","n",32
"hood","v",9
"travels","n",7
"secure","adj",3
"secure","v",3
"fine","adj",39
"fine","adv",1
"chain","n",42
"chain","v",2
"22nd","n",3
"second","adj",47
"second","adv",3
"second","conj",1
"second","n",5
"notable","adj",1
"preparations","n",2
"celebration","n",2
"inclusion","n",1
"awaken","v",4
"widespread","adj",1
"interest","adj",2
"interest","n",11
"interest","v",3
"mainly","adv",10
"oral","adj",1
"kingdom","n",18
"library","n",2
"historical","adj",1
"largest","adj",6
"collection","n",3
"undertowers","n",2
"source","n",8
"fairbairns","n",1
"wardens","n",1
"private","adj",11
"diary","n",5
"loose","adj",14
"loose","adv",11
"loose","v",16
"annex","v",1
"single","adj",43
"single","v",1
"volume","n",4
"leather","n",20
"parting","adj",1
"parting","n",18
"parting","v",2
"fifth","adj",7
"fifth","n",7
"commentary","n",1
"genealogy","n",1
"fellowship","n",10
"child","n",58
"request","n",6
"grandson","n",4
"complete","adj",11
"complete","v",4
"f.a","n",1
"southern","adj",33
"scribe","n",2
"append","v",1
"finish","adj",2
"finish","n",6
"finish","v",43
"work","n",93
"work","v",52
"iv","n",1
"exact","adj",2
"detail","n",3
"retire","v",2
"omit","v",2
"receive","v",29
"annotation","n",1
"correction","n",2
"quotation","n",1
"elvish","adj",48
"elvish","interj",2
"abbreviate","v",1
"state","n",4
"state","v",1
"faramir","adj",9
"faramir","adv",3
"faramir","n",14
"faramir","pron",9
"passing","n",14
"whole","adj",69
"whole","n",3
"translation","n",3
"available","adj",1
"connexion","n",4
"remembe","v",17
"herhlore","n",1
"m","n",2
"discuss","v",16
"calendar","n",2
"short","adj",127
"treatise","n",1
"words","n",1
"names","n",1
"kinship","n",3
"element","n",1
"boonks","n",1
"successor","n",1
"manuscript","n",2
"summarie","n",1
"relate","adj",2
"relate","v",1
"extensive","adj",1
"material","n",2
"arising","n",1
"arising","v",1
"assistance","n",2
"conjectural","adj",1
"deserve","adj",2
"deserve","n",3
"deserve","v",16
"attention","n",19
"visit","n",10
"visit","v",20
"depart","n",1
"depart","v",50
"elven","adj",16
"elven","adv",5
"elven","n",34
"elven","v",1
"departure","n",7
"seek","n",1
"seek","v",114
"announce","prep",1
"announce","v",5
"shortly","adv",2
"celebrat","v",1
"eleventy","n",2
"magnificence","n",1
"excitement","n",6
"wonder","n",63
"wonder","v",217
"disappearance","n",6
"unexpected","adj",8
"local","adj",5
"popularly","adv",1
"whatever","pron",21
"stuff","n",28
"stuff","v",5
"enough","adj",138
"enough","adv",99
"enough","conj",1
"fame","n",9
"prolonge","v",2
"vigou","n",2
"marvel","n",13
"marvel","v",6
"effect","n",8
"ninety","n",1
"we//-preserve","v",1
"unchange","n",1
"unchange","v",2
"shook","n",11
"shook","v",24
"unfair","adj",3
"apparently","adv",6
"perpetual","adj",1
"reputedly","adv",1
"inexhaustible","adj",1
"pay","v",45
"natural","adj",6
"money","n",14
"willing","adj",36
"willing","n",1
"forgive","n",1
"forgive","v",23
"oddity","n",3
"fortune","adj",2
"fortune","n",28
"fortune","pron",7
"fortune","v",2
"term","n",11
"devoted","adj",1
"admirer","n",1
"poor","adj",93
"unimportant","adj",3
"younger","adj",14
"younger","adv",1
"younger","n",3
"cousins","n",2
"eldest","adj",6
"eldest","adv",2
"eldest","n",3
"young","adj",106
"young","adv",1
"young","n",10
"young","v",2
"finally","adv",8
"dash","n",4
"dash","v",17
"you","n",1
"you","pron",6214
"better","adj",152
"better","adv",67
"better","v",2
"celebrate","v",3
"comfortably","adv",2
"tweens","n",2
"irresponsible","adj",1
"twenty","n",2
"childhood","n",3
"twelve","v",1
"lively","adv",3
"combine","v",1
"understood","adv",1
"understood","n",2
"understood","v",2
"something","pron",238
"something","v",1
"plan","n",45
"plan","v",26
"autumn","n",23
"respectable","adj",4
"tongue","n",107
"wag","v",3
"rumour","n",38
"rumour","pron",1
"rumour","v",1
"travel","n",9
"travel","v",11
"topic","n",1
"conversation","n",5
"reminiscence","n",1
"welcome","adj",14
"welcome","interj",11
"welcome","n",16
"welcome","v",28
"attentive","adj",2
"audience","n",5
"forth","adv",95
"job","n",20
"stiff","adj",2
"stiff","adv",1
"stiff","n",24
"joint","n",5
"youngest","adj",2
"father","n",80
"row","n",25
"row","v",3
"below","adv",89
"below","conj",2
"below","prep",35
"below","v",2
"a","adj",3
"a","adv",4
"a","conj",4
"a","n",8
"a","prep",7
"a","v",4
"nice","adj",87
"nice","adv",1
"spoken","v",6
"gentlehobbit","n",2
"declare","v",17
"perfect","adj",7
"polite","adj",3
"polite","n",5
"polite","prep",1
"hamfast","n",1
"consult","v",6
"growing","n",1
"vegetable","n",1
"potatoe","n",3
"recognize","v",9
"neighbourhood","n",6
"frodo","n",2
"frodo","v",53
"brandybuck","n",6
"wife","n",11
"queer","adj",5
"queer","adv",4
"queer","n",41
"queer","v",1
"next","adj",76
"next","adv",15
"next","prep",2
"neighbour","n",8
"wrong","adj",39
"wrong","adv",3
"wrong","n",3
"agin","prep",1
"dad","n",13
"seemingly","adv",12
"fool","interj",5
"fool","n",44
"fool","v",3
"big","adj",66
"big","v",1
"decent","adj",6
"drownd","v",5
"voice","adv",1
"voice","n",458
"voice","v",2
"darker","adj",9
"darker","adv",2
"darker","n",10
"passion","n",2
"ready","adj",112
"marry","adj",1
"marry","v",2
"she","pron",919
"she","v",3
"cousin","adj",1
"cousin","n",10
"cousin","v",1
"mother","n",7
"daughter","n",27
"remove","v",32
"gorbadoc","n",2
"marriage","n",2
"partial","adj",1
"vittle","n",3
"mighty","adj",7
"mighty","adv",3
"mighty","n",70
"table","adj",1
"table","n",72
"dinner","n",9
"weight","n",38
"sink","n",1
"sink","v",20
"push","v",22
"pull","n",1
"pull","v",25
"man","adj",8
"man","interj",3
"man","n",778
"man","v",5
"pushing","n",1
"boats","n",13
"tricky","adj",1
"sit","adj",2
"sit","n",10
"sit","v",409
"cause","conj",1
"cause","n",9
"cause","v",4
"anyway","adv",64
"anyway","interj",9
"orphan","adj",1
"strand","n",9
"strand","v",1
"bucklander","n",6
"anyhow","adv",5
"anyhow","interj",4
"anyhow","n",2
"regular","adj",2
"warren","n",1
"couple","n",18
"kinder","n",4
"nasty","adj",23
"shock","n",12
"dead","adj",183
"dead","n",45
"dead","v",1
"bless","conj",5
"bless","v",27
"papers","n",6
"inside","adj",1
"inside","adv",57
"inside","n",8
"inside","prep",21
"tidy","adj",2
"tidy","v",2
"bit","n",111
"bit","v",4
"tuck","v",2
"stranger","adj",3
"stranger","n",50
"visitor","n",5
"westfarthing","n",1
"top","adj",15
"top","n",132
"top","v",3
"pack","adj",1
"pack","n",56
"pack","v",16
"chest","n",6
"silver","adj",23
"silver","adv",2
"silver","n",147
"silver","pron",2
"jool","n",2
"lack","n",9
"lack","v",6
"making","n",6
"prentice","n",1
"trampling","n",6
"trapesse","v",2
"sale","n",5
"middle","adj",16
"middle","n",48
"pony","n",97
"bag","n",20
